Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description,ano,mes,dia,hora,dia da semana
0.143,0.0,0.562,2,25.14,25.35,16.72,26.45,1018,63,1.51,90,5,2021,10,9,15,5
0.075,0.0,0.476,2,18.31,18.02,14.72,24.23,1018,70,1.99,92,5,2021,10,9,16,5
0.391,0.0,0.178,1,23.54,23.91,15.72,24.23,1018,75,1.71,92,5,2021,10,9,17,5
0.49,0.0,0.03,0,21.89,22.2,14.72,23.12,1018,79,1.45,97,5,2021,10,9,18,5
1.089,0.0,0.0,0,21.31,21.64,13.72,21.82,1018,82,1.61,97,5,2021,10,9,19,5
0.985,0.0,0.0,0,20.74,21.12,12.72,21.26,1019,86,1.68,96,5,2021,10,9,20,5
0.732,0.0,0.0,0,20.25,20.58,13.72,20.7,1019,86,2.14,99,5,2021,10,9,21,5
0.685,0.0,0.0,0,20.54,20.45,17.23,20.7,1019,69,2.2,87,5,2021,10,9,22,5
0.666,0.0,0.0,0,20.7,20.31,12.72,21.26,1019,57,1.78,87,5,2021,10,9,23,5
0.735,0.0,0.0,0,19.75,19.32,12.72,20.15,1019,59,1.88,87,5,2021,10,10,0,6
0.566,0.0,0.0,0,19.75,19.35,12.72,20.15,1018,60,2.25,91,5,2021,10,10,1,6
0.323,0.0,0.0,0,20.43,19.81,12.72,20.7,1018,49,2.51,90,5,2021,10,10,2,6
0.274,0.0,0.0,0,16.02,15.61,14.72,18.44,1018,74,2.71,88,5,2021,10,10,3,6
0.275,0.0,0.0,0,17.88,17.58,14.79,19.55,1018,71,2.78,92,5,2021,10,10,4,6
0.274,0.0,0.0,0,17.99,17.65,13.68,19.0,1018,69,2.9,95,5,2021,10,10,5,6
0.272,0.0,0.0,0,18.47,17.68,17.88,19.0,1019,50,3.1,81,0,2021,10,10,6,6
0.27,0.0,0.001,0,17.93,17.16,17.88,18.44,1019,53,3.33,63,0,2021,10,10,7,6
0.088,0.0,0.199,1,18.48,17.79,18.43,18.9,1019,54,3.97,56,0,2021,10,10,8,6
0.063,0.0,0.315,3,19.59,19.01,19.45,19.72,1020,54,4.15,51,0,2021,10,10,9,6
0.027,0.0,0.321,3,20.17,19.63,20.15,20.72,1020,53,4.59,20,1,2021,10,10,10,6
0.153,0.0,0.457,3,22.4,21.95,21.77,22.72,1020,48,4.88,18,1,2021,10,10,11,6
0.958,0.0,1.016,2,24.05,23.69,22.79,24.72,1019,45,4.49,35,6,2021,10,10,12,6
0.007,0.0,0.509,3,24.96,24.66,23.99,25.72,1019,44,3.94,69,0,2021,10,10,13,6
0.014,0.0,0.388,4,24.18,23.78,23.99,26.72,1018,43,3.34,80,0,2021,10,10,14,6
0.01,0.0,0.447,3,24.7,24.32,24.45,26.72,1018,42,2.49,78,0,2021,10,10,15,6
0.016,0.0,0.346,3,24.63,24.25,23.99,25.72,1018,42,1.38,22,1,2021,10,10,16,6
0.139,0.0,0.175,1,24.04,23.67,23.68,24.55,1017,45,1.12,4,7,2021,10,10,17,6
0.326,0.0,0.02,0,22.87,22.41,21.72,23.44,1018,46,2.13,2,7,2021,10,10,18,6
0.489,0.0,0.0,0,21.68,21.13,18.72,22.33,1018,47,2.61,6,7,2021,10,10,19,6
0.451,0.0,0.0,0,21.15,20.6,18.72,21.78,1018,49,2.77,11,1,2021,10,10,20,6
0.635,0.0,0.0,0,20.25,19.85,17.57,21.22,1018,58,2.45,9,7,2021,10,10,21,6
0.567,0.0,0.0,0,19.68,19.3,17.01,20.67,1018,61,2.66,6,7,2021,10,10,22,6
0.556,0.0,0.0,0,17.26,16.58,14.72,20.66,1018,59,2.93,0,7,2021,10,10,23,6
0.547,0.0,0.0,0,18.73,18.2,17.57,20.1,1018,59,3.18,0,7,2021,10,11,0,0
0.627,0.0,0.0,0,19.31,18.84,16.45,20.1,1018,59,3.32,1,7,2021,10,11,1,0
0.425,0.0,0.0,0,19.07,18.6,16.45,19.54,1018,60,3.41,29,6,2021,10,11,2,0
0.36,0.0,0.0,0,18.83,18.34,15.34,18.99,1018,60,3.52,39,6,2021,10,11,3,0
0.366,0.0,0.0,0,18.59,18.1,13.68,18.72,1018,61,3.69,26,6,2021,10,11,4,0
0.37,0.0,0.0,0,18.39,17.9,13.68,18.72,1018,62,3.89,20,1,2021,10,11,5,0
0.361,0.0,0.0,0,18.4,17.91,13.68,18.72,1018,62,3.97,24,1,2021,10,11,6,0
0.382,0.0,0.002,0,18.37,17.91,12.57,18.72,1018,63,3.94,42,6,2021,10,11,7,0
0.279,0.0,0.209,2,19.02,18.36,17.79,19.04,1019,53,4.4,56,0,2021,10,11,8,0
0.001,0.0,0.255,2,19.6,18.97,19.59,20.11,1019,52,4.39,53,0,2021,10,11,9,0
0.0,0.0,0.263,3,20.79,20.26,20.7,22.01,1020,51,4.82,74,0,2021,10,11,10,0
0.0,0.0,0.264,4,22.45,21.98,22.37,24.23,1020,47,4.65,63,0,2021,10,11,11,0
0.0,0.0,0.265,4,24.06,23.64,23.9,24.72,1019,43,4.54,74,0,2021,10,11,12,0
0.0,0.0,0.267,4,25.16,24.8,24.54,25.72,1019,41,4.17,89,5,2021,10,11,13,0
0.006,0.0,0.287,4,25.23,24.83,25.1,26.72,1018,39,3.58,93,5,2021,10,11,14,0
0.001,0.0,0.318,3,25.29,24.89,25.1,27.72,1018,39,2.98,95,5,2021,10,11,15,0
0.037,0.0,0.337,2,24.79,24.34,24.59,27.72,1018,39,1.94,95,5,2021,10,11,16,0
0.262,0.0,0.119,1,24.23,23.73,23.68,26.72,1018,39,1.65,98,5,2021,10,11,17,0
0.295,0.0,0.015,0,24.35,24.33,21.45,24.72,1018,57,2.47,99,5,2021,10,11,18,0
1.151,0.0,0.0,0,22.83,22.68,18.68,23.44,1018,58,2.52,99,5,2021,10,11,19,0
0.566,0.0,0.0,0,20.75,20.03,20.7,22.33,1018,44,2.46,100,5,2021,10,11,20,0
0.577,0.0,0.0,0,20.9,20.66,20.57,21.78,1019,62,1.99,100,5,2021,10,11,21,0
0.444,0.0,0.0,0,19.86,19.49,19.72,20.67,1019,61,2.48,30,6,2021,10,11,22,0
0.417,0.0,0.0,0,19.84,19.45,19.72,20.1,1019,60,2.69,4,7,2021,10,11,23,0
0.445,0.0,0.0,0,19.66,19.25,19.54,20.01,1019,60,2.78,0,7,2021,10,12,0,1
0.415,0.0,0.0,0,18.81,18.29,18.72,19.45,1018,59,2.88,2,7,2021,10,12,1,1
0.432,0.0,0.0,0,18.98,18.5,18.72,20.01,1018,60,2.98,18,1,2021,10,12,2,1
0.298,0.0,0.0,0,18.12,17.61,17.72,19.45,1018,62,2.92,37,6,2021,10,12,3,1
0.261,0.0,0.0,0,19.31,18.92,18.43,19.72,1018,62,2.85,23,1,2021,10,12,4,1
0.253,0.0,0.0,0,17.95,17.45,17.72,18.43,1018,63,2.9,0,7,2021,10,12,5,1
0.29,0.0,0.0,0,17.79,17.3,17.72,18.44,1018,64,2.92,1,7,2021,10,12,6,1
0.263,0.0,0.0,0,16.94,16.41,16.72,17.89,1018,66,3.04,4,7,2021,10,12,7,1
0.307,0.0,0.16,1,19.02,18.15,17.88,19.04,1018,45,3.5,0,7,2021,10,12,8,1
0.0,0.0,0.261,3,20.17,19.44,19.55,20.72,1019,46,3.43,0,7,2021,10,12,9,1
0.0,0.0,0.266,3,21.28,20.64,21.12,22.32,1019,45,3.55,0,7,2021,10,12,10,1
0.0,0.0,0.273,4,22.73,22.23,22.23,23.72,1019,45,3.52,0,7,2021,10,12,11,1
0.0,0.0,0.267,4,24.08,23.69,23.9,25.34,1018,44,3.21,0,7,2021,10,12,12,1
0.009,0.0,0.425,4,25.19,24.89,25.01,25.72,1017,43,2.6,0,7,2021,10,12,13,1
0.405,0.0,0.63,3,25.74,25.44,25.1,26.72,1017,41,1.79,0,7,2021,10,12,14,1
0.417,0.0,0.538,3,26.32,26.32,25.66,27.72,1016,41,1.17,0,7,2021,10,12,15,1
0.006,0.0,0.391,2,26.25,26.25,25.66,27.23,1017,39,0.59,0,7,2021,10,12,16,1
0.241,0.0,0.208,1,25.16,24.75,24.55,26.12,1017,39,0.23,0,7,2021,10,12,17,1
0.454,0.0,0.012,0,22.17,21.77,20.72,23.99,1017,51,1.57,0,7,2021,10,12,18,1
1.244,0.0,0.0,0,19.76,19.25,17.72,22.32,1017,56,1.9,0,7,2021,10,12,19,1
0.78,0.0,0.0,0,18.94,18.72,16.72,21.22,1018,70,2.12,0,7,2021,10,12,20,1
0.472,0.0,0.0,0,18.32,18.11,15.72,21.78,1018,73,2.22,0,7,2021,10,12,21,1
0.511,0.0,0.0,0,18.58,18.58,14.79,21.78,1018,80,2.06,0,7,2021,10,12,22,1
0.451,0.0,0.0,0,17.48,17.42,16.72,19.0,1018,82,1.92,0,7,2021,10,12,23,1
0.435,0.0,0.0,0,17.09,17.02,16.72,18.34,1018,83,2.2,0,7,2021,10,13,0,2
0.508,0.0,0.0,0,16.74,16.51,16.72,17.23,1018,78,2.5,0,7,2021,10,13,1,2
0.375,0.0,0.0,0,17.24,16.85,16.21,17.79,1018,70,2.72,0,7,2021,10,13,2,2
0.377,0.0,0.0,0,18.28,17.89,17.32,18.72,1018,66,2.82,0,7,2021,10,13,3,2
0.463,0.0,0.0,0,16.91,16.28,16.72,17.79,1018,62,2.78,0,7,2021,10,13,4,2
0.359,0.0,0.0,0,14.69,13.81,13.72,17.23,1018,61,2.83,0,7,2021,10,13,5,2
0.352,0.0,0.0,0,16.56,15.86,16.21,17.23,1018,61,2.88,0,7,2021,10,13,6,2
0.397,0.0,0.0,0,16.58,15.94,16.21,17.33,1019,63,3.0,0,7,2021,10,13,7,2
0.405,0.0,0.188,1,17.46,16.85,16.77,19.0,1019,61,3.66,0,7,2021,10,13,8,2
0.024,0.0,0.266,3,19.59,18.39,19.59,20.11,1019,30,3.79,0,7,2021,10,13,9,2
0.0,0.0,0.303,3,20.73,19.64,20.66,21.78,1019,30,4.05,0,7,2021,10,13,10,2
0.0,0.0,0.303,4,22.38,21.43,22.23,22.89,1019,29,4.36,0,7,2021,10,13,11,2
0.16,0.0,0.51,3,23.55,22.67,23.34,25.34,1019,27,4.31,0,7,2021,10,13,12,2
0.028,0.0,0.422,4,24.64,23.86,24.45,25.72,1019,27,3.92,0,7,2021,10,13,13,2
0.0,0.0,0.266,4,25.71,25.04,24.54,26.72,1018,27,3.24,0,7,2021,10,13,14,2
0.0,0.0,0.26,3,25.77,25.13,24.54,27.72,1018,28,2.44,0,7,2021,10,13,15,2
0.0,0.0,0.254,3,25.23,24.54,25.1,26.72,1018,28,1.31,0,7,2021,10,13,16,2
0.112,0.0,0.187,1,24.67,24.0,24.23,25.72,1018,31,1.22,0,7,2021,10,13,17,2
0.333,0.0,0.011,0,21.79,21.23,19.72,24.0,1018,46,1.74,0,7,2021,10,13,18,2
0.576,0.0,0.0,0,19.55,19.23,16.72,22.89,1018,64,2.23,0,7,2021,10,13,19,2
0.595,0.0,0.0,0,19.03,18.79,16.45,21.78,1018,69,2.45,0,7,2021,10,13,20,2
0.726,0.0,0.0,0,17.62,17.32,14.72,20.67,1019,72,2.0,0,7,2021,10,13,21,2
0.395,0.0,0.0,0,18.43,18.34,18.43,18.9,1019,77,1.91,0,7,2021,10,13,22,2
0.516,0.0,0.0,0,17.93,17.76,17.79,18.44,1019,76,2.12,0,7,2021,10,13,23,2
0.396,0.0,0.0,0,12.26,11.45,11.54,17.79,1019,73,2.18,0,7,2021,10,14,0,3
0.394,0.0,0.0,0,12.01,11.12,11.21,16.68,1019,71,2.32,0,7,2021,10,14,1,3
0.398,0.0,0.0,0,12.08,11.07,11.18,16.68,1018,66,2.53,0,7,2021,10,14,2,3
0.328,0.0,0.0,0,11.89,10.83,10.89,16.68,1018,65,2.68,0,7,2021,10,14,3,3
0.318,0.0,0.0,0,11.35,10.24,10.4,16.68,1019,65,2.71,4,7,2021,10,14,4,3
0.306,0.0,0.0,0,10.94,9.79,9.97,16.68,1019,65,2.73,19,1,2021,10,14,5,3
0.301,0.0,0.0,0,15.74,15.09,12.57,16.12,1019,66,2.72,29,6,2021,10,14,6,3
0.317,0.0,0.0,0,15.56,14.95,12.57,15.72,1019,68,2.8,65,0,2021,10,14,7,3
0.186,0.0,0.194,1,16.37,15.84,15.66,17.23,1020,68,3.21,85,5,2021,10,14,8,3
0.003,0.0,0.343,2,20.09,19.2,17.33,20.15,1020,40,2.65,90,5,2021,10,14,9,3
0.0,0.0,0.351,3,21.21,20.48,18.44,21.26,1021,42,2.32,97,5,2021,10,14,10,3
0.001,0.0,0.294,3,22.89,22.41,20.11,22.93,1021,45,2.13,88,5,2021,10,14,11,3
0.63,0.0,0.578,2,22.92,22.55,22.72,22.93,1020,49,1.9,60,0,2021,10,14,12,3
0.461,0.0,0.51,2,23.45,23.21,21.72,24.54,1020,52,1.76,49,6,2021,10,14,13,3
0.079,0.0,0.377,3,24.05,23.63,24.04,25.11,1019,43,1.63,50,6,2021,10,14,14,3
0.0,0.0,0.345,3,25.14,24.78,23.9,25.15,1019,41,1.45,61,0,2021,10,14,15,3
0.017,0.0,0.253,2,24.48,24.08,22.72,24.59,1019,42,1.32,87,5,2021,10,14,16,3
0.113,0.0,0.17,1,23.37,22.96,21.72,23.48,1019,46,1.65,100,5,2021,10,14,17,3
0.618,0.0,0.014,0,21.63,21.18,17.72,22.88,1020,51,1.95,71,0,2021,10,14,18,3
0.96,0.0,0.0,0,19.58,19.06,17.79,20.1,1020,56,1.14,76,0,2021,10,14,19,3
0.94,0.0,0.0,0,19.0,18.42,17.01,19.04,1020,56,1.01,51,0,2021,10,14,20,3
0.61,0.0,0.0,0,18.44,17.8,15.9,18.48,1021,56,0.55,36,6,2021,10,14,21,3
0.842,0.0,0.0,0,17.35,16.73,14.79,17.37,1021,61,1.33,48,6,2021,10,14,22,3
0.496,0.0,0.0,0,17.11,16.52,12.72,17.37,1021,63,1.66,7,7,2021,10,14,23,3
0.438,0.0,0.0,0,16.59,16.03,12.72,16.82,1020,66,1.04,8,7,2021,10,15,0,4
0.323,0.0,0.0,0,16.8,16.18,11.72,16.82,1021,63,0.52,54,0,2021,10,15,1,4
0.268,0.0,0.0,0,16.24,15.59,10.72,16.26,1020,64,0.87,51,0,2021,10,15,2,4
0.268,0.0,0.0,0,15.68,14.95,10.72,15.7,1020,63,1.18,62,0,2021,10,15,3,4
0.252,0.0,0.0,0,16.26,15.61,9.72,16.26,1020,64,1.39,47,6,2021,10,15,4,4
0.252,0.0,0.0,0,15.7,15.02,9.72,15.7,1020,65,1.42,72,0,2021,10,15,5,4
0.251,0.0,0.0,0,15.15,14.44,8.72,15.15,1020,66,1.1,75,0,2021,10,15,6,4
0.272,0.0,0.001,0,14.59,13.88,10.72,14.59,1020,68,0.92,97,5,2021,10,15,7,4
0.752,0.0,0.124,1,16.26,15.66,11.72,16.26,1021,66,0.58,100,5,2021,10,15,8,4
0.007,0.0,0.266,2,18.96,18.53,15.11,19.04,1021,62,0.09,100,5,2021,10,15,9,4
0.0,0.0,0.258,3,20.65,20.23,17.23,20.7,1022,56,0.65,59,0,2021,10,15,10,4
0.02,0.0,0.279,4,21.26,20.77,20.57,21.26,1021,51,1.2,7,7,2021,10,15,11,4
0.022,0.0,0.351,4,22.3,21.84,18.72,23.99,1021,48,1.96,11,1,2021,10,15,12,4
0.0,0.0,0.263,4,23.47,23.18,22.23,23.68,1020,50,2.31,94,5,2021,10,15,13,4
0.014,0.0,0.362,3,24.04,23.75,22.23,24.79,1020,48,2.35,100,5,2021,10,15,14,4
0.0,0.0,0.265,3,23.43,23.13,21.22,24.79,1019,50,3.13,97,5,2021,10,15,15,4
0.002,0.0,0.259,3,22.89,22.67,21.22,23.12,1019,55,2.91,66,0,2021,10,15,16,4
0.936,0.0,0.184,1,21.54,21.37,16.72,22.57,1019,62,2.22,55,0,2021,10,15,17,4
0.825,0.0,0.006,0,19.37,19.11,15.72,20.34,1020,67,1.99,73,0,2021,10,15,18,4
0.413,0.0,0.0,0,17.82,17.54,15.72,18.68,1020,72,1.74,54,0,2021,10,15,19,4
0.41,0.0,0.0,0,17.2,16.99,14.72,17.37,1020,77,1.52,53,0,2021,10,15,20,4
0.41,0.0,0.0,0,16.7,16.46,14.72,16.82,1020,78,1.22,93,5,2021,10,15,21,4
0.474,0.0,0.0,0,16.69,16.48,14.72,16.82,1020,79,1.71,95,5,2021,10,15,22,4
0.444,0.0,0.0,0,16.11,15.92,13.72,16.26,1019,82,1.5,96,5,2021,10,15,23,4
0.438,0.0,0.0,0,16.16,15.95,14.45,16.26,1019,81,0.91,94,5,2021,10,16,0,5
0.334,0.0,0.0,0,16.1,15.88,13.72,16.26,1019,81,1.18,92,5,2021,10,16,1,5
0.315,0.0,0.0,0,16.15,15.94,14.45,16.26,1018,81,0.74,93,5,2021,10,16,2,5
0.253,0.0,0.0,0,16.05,15.8,12.72,16.26,1018,80,0.94,98,5,2021,10,16,3,5
0.252,0.0,0.0,0,15.5,15.27,12.72,15.7,1017,83,0.97,100,5,2021,10,16,4,5
0.251,0.0,0.0,0,15.55,15.33,13.34,15.7,1017,83,1.05,98,5,2021,10,16,5,5
0.249,0.0,0.0,0,16.6,16.35,13.72,16.82,1017,78,0.58,96,5,2021,10,16,6,5
0.258,0.0,0.0,0,15.02,14.82,13.34,15.34,1018,86,1.02,91,5,2021,10,16,7,5
0.396,0.0,0.04,0,15.59,15.4,13.99,15.7,1018,84,0.23,92,5,2021,10,16,8,5
0.125,0.0,0.174,0,17.32,17.2,15.11,17.37,1019,80,0.73,93,5,2021,10,16,9,5
0.035,0.0,0.227,1,17.93,17.84,16.72,17.93,1018,79,0.44,100,5,2021,10,16,10,5
0.102,0.0,0.278,1,18.98,18.89,16.68,19.04,1019,75,1.36,100,5,2021,10,16,11,5
0.57,0.0,0.267,0,19.53,19.47,17.72,19.59,1018,74,1.84,97,5,2021,10,16,12,5
0.564,0.0,0.319,1,19.02,19.04,17.72,20.1,1017,79,2.9,100,5,2021,10,16,13,5
0.074,0.0,0.332,1,20.11,20.16,18.72,20.15,1017,76,3.81,100,3,2021,10,16,14,5
0.163,0.0,0.236,0,20.11,20.19,18.72,20.15,1017,77,3.76,100,5,2021,10,16,15,5
0.152,0.0,0.116,0,19.59,19.64,19.45,19.59,1017,78,3.65,100,5,2021,10,16,16,5
0.222,0.0,0.027,0,19.05,19.05,18.44,19.54,1017,78,3.03,99,5,2021,10,16,17,5
0.322,0.0,0.0,0,18.9,18.99,16.68,19.04,1018,82,2.6,100,3,2021,10,16,18,5
0.432,0.0,0.0,0,17.77,17.85,15.72,17.93,1018,86,2.87,97,4,2021,10,16,19,5
0.436,0.0,0.0,0,16.75,16.75,15.11,17.01,1018,87,2.93,100,4,2021,10,16,20,5
0.254,0.0,0.0,0,15.64,15.61,14.72,16.45,1018,90,2.82,100,5,2021,10,16,21,5
0.253,0.0,0.0,0,15.67,15.67,14.55,15.9,1018,91,3.67,98,3,2021,10,16,22,5
0.253,0.0,0.0,0,15.66,15.68,14.54,16.45,1017,92,4.1,100,3,2021,10,16,23,5
1.038,0.0,0.0,0,16.2,16.28,15.1,16.45,1018,92,4.06,100,5,2021,10,17,0,6
0.48,0.0,0.0,0,16.26,16.34,15.66,16.72,1017,92,3.81,100,5,2021,10,17,1,6
0.334,0.0,0.0,0,16.78,16.92,15.66,16.82,1017,92,3.41,100,5,2021,10,17,2,6
0.335,0.0,0.0,0,16.78,16.92,15.66,16.82,1017,92,3.13,100,5,2021,10,17,3,6
0.254,0.0,0.0,0,16.84,17.01,16.12,17.72,1016,93,2.84,100,5,2021,10,17,4,6
0.268,0.0,0.0,0,16.84,17.01,16.21,17.72,1016,93,2.7,100,5,2021,10,17,5,6
0.322,0.0,0.0,0,16.84,17.01,16.21,17.72,1016,93,2.55,100,5,2021,10,17,6,6
0.299,0.0,0.0,0,16.82,16.99,16.45,16.82,1017,93,2.33,100,5,2021,10,17,7,6
0.244,0.0,0.011,0,17.37,17.59,16.77,17.72,1017,93,2.17,100,5,2021,10,17,8,6
0.201,0.0,0.075,0,17.94,18.22,16.77,18.72,1017,93,2.58,100,5,2021,10,17,9,6
0.249,0.0,0.137,0,18.44,18.74,17.32,19.23,1018,92,2.41,100,5,2021,10,17,10,6
0.155,0.0,0.225,2,19.02,19.38,17.89,19.04,1018,92,2.18,100,3,2021,10,17,11,6
0.507,0.0,0.32,1,20.12,20.56,18.99,20.15,1018,91,2.1,100,3,2021,10,17,12,6
1.004,0.0,0.273,0,19.59,19.98,18.99,19.72,1017,91,2.61,100,3,2021,10,17,13,6
0.115,0.0,0.178,0,20.05,20.51,18.72,21.45,1017,92,3.54,93,3,2021,10,17,14,6
0.165,0.0,0.146,0,20.05,20.51,18.72,20.9,1017,92,4.16,84,0,2021,10,17,15,6
0.433,0.0,0.094,0,20.03,20.49,18.34,21.45,1018,92,3.86,100,3,2021,10,17,16,6
0.619,0.0,0.02,0,19.55,19.96,18.34,19.59,1018,92,3.0,100,5,2021,10,17,17,6
0.666,0.0,0.0,0,19.02,19.38,17.79,19.04,1018,92,2.58,100,3,2021,10,17,18,6
2.077,0.0,0.0,0,19.02,19.38,17.88,19.04,1019,92,2.64,100,5,2021,10,17,19,6
0.904,0.0,0.0,0,19.02,19.38,18.34,19.04,1019,92,2.89,100,3,2021,10,17,20,6
0.688,0.0,0.0,0,19.0,19.36,18.34,19.79,1020,92,2.78,100,5,2021,10,17,21,6
0.543,0.0,0.0,0,19.0,19.38,18.34,19.79,1020,93,2.81,100,5,2021,10,17,22,6
0.418,0.0,0.0,0,19.0,19.38,18.34,19.79,1020,93,3.0,100,5,2021,10,17,23,6
0.53,0.0,0.0,0,19.0,19.38,18.34,19.79,1020,93,2.47,100,5,2021,10,18,0,0
0.427,0.0,0.0,0,19.0,19.38,18.34,19.79,1020,93,2.23,100,5,2021,10,18,1,0
0.323,0.0,0.0,0,18.99,19.37,17.88,19.79,1020,93,2.08,100,5,2021,10,18,2,0
0.326,0.0,0.0,0,18.99,19.37,17.88,19.79,1020,93,1.96,100,5,2021,10,18,3,0
0.274,0.0,0.0,0,18.48,18.81,17.88,18.72,1020,93,1.96,100,5,2021,10,18,4,0
0.269,0.0,0.0,0,18.48,18.81,17.88,18.72,1021,93,1.67,100,5,2021,10,18,5,0
0.267,0.0,0.0,0,18.48,18.81,17.79,18.72,1021,93,1.4,100,5,2021,10,18,6,0
0.288,0.0,0.0,0,18.48,18.81,17.79,18.72,1021,93,1.19,100,5,2021,10,18,7,0
0.421,0.0,0.076,0,18.97,19.35,17.79,19.79,1022,93,1.38,100,5,2021,10,18,8,0
0.026,0.0,0.226,1,20.04,20.5,17.88,20.15,1022,92,1.84,100,5,2021,10,18,9,0
0.0,0.0,0.253,2,21.75,22.2,19.0,21.82,1022,85,2.13,100,5,2021,10,18,10,0
0.0,0.0,0.254,3,21.78,22.21,19.72,22.88,1022,84,2.8,100,5,2021,10,18,11,0
0.0,0.0,0.268,3,22.88,23.31,20.72,23.43,1022,80,3.28,100,5,2021,10,18,12,0
0.0,0.0,0.278,3,23.42,23.8,20.72,24.54,1021,76,3.29,100,5,2021,10,18,13,0
0.018,0.0,0.326,3,24.51,24.79,21.72,24.59,1021,68,3.08,97,5,2021,10,18,14,0
0.027,0.0,0.371,2,23.98,24.26,21.72,24.04,1020,70,2.4,95,5,2021,10,18,15,0
0.025,0.0,0.37,2,23.34,23.64,20.72,23.99,1020,73,1.87,84,0,2021,10,18,16,0
0.149,0.0,0.191,0,23.27,23.58,19.72,23.48,1020,74,1.33,62,0,2021,10,18,17,0
0.31,0.0,0.024,0,22.15,22.48,18.72,22.37,1021,79,1.47,36,6,2021,10,18,18,0
1.087,0.0,0.0,0,20.99,21.36,16.72,21.26,1021,85,0.87,34,6,2021,10,18,19,0
0.727,0.0,0.0,0,19.93,20.28,16.72,20.15,1022,88,1.81,33,6,2021,10,18,20,0
0.6,0.0,0.0,0,19.54,19.87,17.57,19.59,1021,89,2.21,8,7,2021,10,18,21,0
0.534,0.0,0.0,0,19.34,19.71,15.72,19.59,1022,91,1.84,2,7,2021,10,18,22,0
0.637,0.0,0.0,0,19.73,20.13,15.72,20.15,1021,91,1.78,0,7,2021,10,18,23,0
0.342,0.0,0.0,0,19.51,19.84,16.68,20.15,1021,89,1.72,0,7,2021,10,19,0,1
0.317,0.0,0.0,0,18.95,19.15,16.12,19.04,1021,86,1.71,0,7,2021,10,19,1,1
0.315,0.0,0.0,0,20.01,20.16,15.66,20.15,1021,80,1.77,0,7,2021,10,19,2,1
0.263,0.0,0.0,0,16.21,16.34,15.1,16.72,1020,94,1.88,6,7,2021,10,19,3,1
0.283,0.0,0.0,0,15.53,15.62,15.1,15.72,1020,95,1.94,17,1,2021,10,19,4,1
0.275,0.0,0.0,0,14.36,14.31,13.73,15.72,1020,94,1.96,3,7,2021,10,19,5,1
0.256,0.0,0.0,0,15.7,15.75,15.11,15.72,1021,93,2.07,26,6,2021,10,19,6,1
0.273,0.0,0.0,0,15.7,15.73,15.11,15.72,1021,92,2.12,17,1,2021,10,19,7,1
0.429,0.0,0.125,1,16.38,16.42,15.66,16.72,1021,90,2.03,2,7,2021,10,19,8,1
0.0,0.0,0.339,2,22.78,22.92,17.88,22.93,1021,69,1.92,3,7,2021,10,19,9,1
0.0,0.0,0.341,3,24.47,24.7,20.67,24.59,1021,66,1.92,0,7,2021,10,19,10,1
0.0,0.0,0.344,3,25.65,25.97,22.89,25.7,1021,65,3.11,0,7,2021,10,19,11,1
0.0,0.0,0.351,4,26.7,27.9,25.1,26.82,1021,63,3.92,0,7,2021,10,19,12,1
0.3,0.0,0.569,3,27.28,28.53,25.72,27.37,1020,61,4.35,0,7,2021,10,19,13,1
0.012,0.0,0.433,3,27.29,28.46,25.72,27.37,1020,60,4.45,3,7,2021,10,19,14,1
0.0,0.0,0.341,3,27.2,28.34,23.72,27.37,1020,60,3.99,3,7,2021,10,19,15,1
0.026,0.0,0.342,2,25.98,25.98,21.72,26.26,1020,66,3.34,10,7,2021,10,19,16,1
0.254,0.0,0.173,1,23.4,23.75,21.22,24.79,1020,75,2.57,34,6,2021,10,19,17,1
0.331,0.0,0.006,0,22.22,22.46,19.72,23.12,1020,75,2.27,30,6,2021,10,19,18,1
0.439,0.0,0.0,0,21.66,21.68,19.72,21.82,1021,69,2.1,72,0,2021,10,19,19,1
0.418,0.0,0.0,0,20.68,20.74,20.1,20.72,1021,74,2.1,90,5,2021,10,19,20,1
0.376,0.0,0.0,0,20.57,20.67,18.72,20.7,1021,76,2.27,90,5,2021,10,19,21,1
0.416,0.0,0.0,0,20.12,20.2,19.23,20.15,1021,77,2.41,41,6,2021,10,19,22,1
0.378,0.0,0.0,0,19.56,19.63,18.99,19.59,1021,79,1.85,29,6,2021,10,19,23,1
0.256,0.0,0.0,0,18.91,19.0,16.72,19.23,1021,82,1.91,50,6,2021,10,20,0,2
0.28,0.0,0.0,0,18.38,18.39,16.72,19.23,1021,81,2.15,85,5,2021,10,20,1,2
0.259,0.0,0.0,0,18.4,18.46,17.23,19.23,1021,83,2.44,92,5,2021,10,20,2,2
0.255,0.0,0.0,0,18.45,18.52,17.23,19.23,1020,83,2.41,81,0,2021,10,20,3,2
0.253,0.0,0.0,0,18.43,18.5,16.77,19.23,1020,83,2.71,85,3,2021,10,20,4,2
0.252,0.0,0.0,0,18.39,18.45,16.77,19.23,1020,83,3.01,91,3,2021,10,20,5,2
0.252,0.0,0.0,0,17.92,18.12,17.23,17.93,1020,90,2.73,87,3,2021,10,20,6,2
0.627,0.0,0.0,0,17.38,17.58,17.32,17.89,1020,92,2.45,91,3,2021,10,20,7,2
